"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"6312378","19006722516000141011002916S0","TEXAS FINE DINING TA","AEROCOMIDAS SA DE CV","722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","CALLE","NINGUNO","CALLE","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","0","SN",,,,,"AEROPUERTO","AEROPUERTO INTERNACIONAL DE MONTERREY","AEROPUERTO","AEROPUERTO INTERNACIONAL DE MONTERREY","SN","66600","19","NUEVO LEÓN   ","006","Apodaca","0411","Aeropuerto Internacional de Monterrey","0634","011",,"IVONE.ROSALES@AEREAS.COM","WWW.LATAM.AREAS.COM","Fijo","25.77559546","-100.11526413","2014-12"
"6312372","19006722516000111012002916S3","TEXAS FINE DINING TC","AEROCOMIDAS SA DE CV","722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","11 a 30 personas","CALLE","MIGUEL ALEMAN KM 24","CALLE","NINGUNO","CALLE","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO",,"KM 24",,,,,"AEROPUERTO","AEROPUERTO INTERNACIONAL DE MONTERREY","HOSPITAL, CENTRO MEDICO O CLINICA","AEROPUERTO INTERNACIONAL DE MONTERREY","SN","66600","19","NUEVO LEÓN   ","006","Apodaca","0411","Aeropuerto Internacional de Monterrey","0634","008",,"IVONE.ROSALES@AEREAS.COM","WWW.LATAM.AREAS.COM","Fijo","25.77620635","-100.11361071","2014-12"
"9406912","19006722511001893000000000M6","TEXAS SMOKEYARD BARBECUE",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","11 a 30 personas","CALLE","PADRE MIER","AVENIDA","REFORMA","CALLE","DOCTOR ELEUTERIO GONZALEZ","CALLE","5 DE MAYO","422",,,,,,"COLONIA","CENTRO APODACA",,,,"66600","19","NUEVO LEÓN   ","006","Apodaca","0001","Ciudad Apodaca","0066","006","8126717425",,,"Fijo","25.785346","-100.18824578","2023-11"
"9052142","19019722511001472000000000U2","TH DE MEXICO","TH DE MEXICO SAPI DE CV","722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","CIRCUITO","FRIDA KAHLO","AVENIDA","RUFINO TAMAYO","AVENIDA","LAZARO CARDENAS","CALLE","HUMBERTO JUNCO VOIGT","2222",,,,"109",,"CIUDAD","GARZA GARCIA",,,,"66269","19","NUEVO LEÓN   ","019","San Pedro Garza García","0001","San Pedro Garza García","0365","025",,"MAGMA@TIMSMX.COM",,"Fijo","25.64833181","-100.32527255","2019-11"
"10492631","19019722511003862000080716S2","THAI THAI",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","6 a 10 personas","CALLE","RIO GRIJALVA","CALLE","RIO MISSISSIPI","CALLE","RIO AMAZONAS","CALZADA","SAN PEDRO","206",,"PLAZA FENIX","PLANTA BAJA","5",,"COLONIA","FUENTES DEL VALLE","CENTRO Y PLAZA COMERCIAL","PLAZA FENIX","5, 6 Y 7","66224","19","NUEVO LEÓN   ","019","San Pedro Garza García","0001","San Pedro Garza García","0083","020",,"THAITHAIMX@GMAIL.COM",,"Fijo","25.66014198","-100.36786212","2024-11"
"8760390","19039722511005342000080716M1","THAI THAI",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","11 a 30 personas","CALLE","FRAY SERVANDO TERESA DE MIER","CALLE","FRANCISCO JAVIER MINA","CALLE","GENERAL FRANCISCO NARANJO","CALLE","JOSE MARIA MORELOS Y PAVON","1022",,,,"0",,"BARRIO","ANTIGUO",,,,"64000","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1756","009","8116071205",,,"Fijo","25.66677994","-100.30551031","2019-11"
"2923650","19039722514005321010000000U9","THAMBURGUESAS DON MARTIN",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","CALLE","DOCTOR JULIAN VILLARREAL","CALLE","MODESTO ARREOLA","CALLE","WASHINGTON","CALLE","HEROES DEL 47","237",,,,"0",,"COLONIA","CENTRO",,,,"64000","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1578","032",,,,"Fijo","25.67364457","-100.30104998","2010-07"
"11378186","19006722511002671000000000U5","THE BEER BOX",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","CALLE","ARTURO MARTINEZ CALZADO","CALLE","PASEO VERONA","CALLE","PASEO TOLEDO","CALLE","PASEO CARTAGENA","214",,,,,,"MANZANA","RINCONADA COLONIAL",,,,"66600","19","NUEVO LEÓN   ","006","Apodaca","0001","Ciudad Apodaca","0507","047","8110733885",,,"Fijo","25.79608767","-100.20036796","2024-11"
"11171470","19026722517005341000000000U7","THE BROTHERS BURGUER",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","AVENIDA","BALCONES DE SAN MIGUEL","CALLE","UNO","CALLE","DOS","CALLE","PRIMERA","428",,,,,,"COLONIA","BALCONES DE SAN MIGUEL",,,,"67113","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","1832","010",,,,"Fijo","25.72076921","-100.18551751","2024-11"
"9646224","19039722517009831000000000U6","THE BULLS WINGS",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","CALLE","SEGURIDAD SOCIAL","CALLE","HACIENDA SAN BARTOLO","CALLE","HACIENDA DE LOS PINOS","CALLE","SEGURIDAD SOCIAL","4814","B",,,,,"COLONIA","HACIENDA MITRAS 2 SECTOR",,,,"64340","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","3470","021","8113887085","THEBULLSWINGS@GMAIL.COM","WWW.THEBULLSWINGS.COM","Fijo","25.73562024","-100.38495455","2024-11"
"8297919","19039722517006561000000000U2","THE BULLY BURGER",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","CALLE","CERRO VERDE","CALLE","SIERRA DE LA MARTA","CALLE","SIERRA DE GANDARA","CALLE","SIERRA DE TARAY","3055",,,,"0",,"COLONIA","SIERRA VENTANA",,,,"64780","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","4229","002","8110472366",,,"Semifijo","25.63093445","-100.28215668","2019-11"
"9920610","19026722511002282000000000U9","THE CRAWFISH CO",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","6 a 10 personas","AVENIDA","PASEO DE LAS AMERICAS","CALLE","ALFREDO BERNANDO NOBEL","CALLE","LUIS G. BASURTO","CALLE","LUIS G. BASURTO","0","SN",,,,,"COLONIA","CONTRY LA SILLA",,,,"67173","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","1160","032",,,,"Fijo","25.65130501","-100.26590522","2024-11"
"10398755","19046722517003121000000000U3","THE DARK SIDE OF THE BURGUER",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","CALLE","TUNAS","AVENIDA","AVENIDA DEL PARAISO","CALLE","PENSAMIENTOS","ANDADOR","AZUCENAS","513",,,,,,"COLONIA","INDUSTRIAS DEL VIDRIO 5TO SECTOR",,,,"66460","19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","1178","011","8120394364",,,"Fijo","25.72503524","-100.23208145","2024-11"
"7657541","19026722511001571000000000U6","THE ENCHILADAS FACTORY",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","CALLE","DE LA REJA","AVENIDA","DE LA ZANJA","CALLE","DEL ZAGUAN","CALLE","DEL RIEGO","832",,,,"0",,"COLONIA","VILLA DE SAN MIGUEL",,,,"67110","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","1300","022",,,,"Fijo","25.70632418","-100.20875267","2019-11"
"6742287","19026722511000754001000000U9","THE FABULOUS SPIKES BURGUER AND ALITAS","TODOS SOMOS FAMILIA SA DE CV","722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","11 a 30 personas","AVENIDA","MIGUEL ALEMAN","AVENIDA","MONTERREY","CALLE","NINGUNO","CALLE","LINARES","246",,,,,,"COLONIA","LIBERTAD",,,,"67130","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","0181","014",,"LINDVISTA@WELOVESPIKES.COM","WWW.WELOVESPIKES.COM","Fijo","25.69049358","-100.25149598","2016-10"
"8626151","19039722516001663000044854S3","THE FOOD BOX","THE FOOD BOX SA DE CV","722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","11 a 30 personas","AVENIDA","ANILLO PERIFERICO","AVENIDA","ANILLO PERIFERICO","AVENIDA","ANILLO PERIFERICO","CALLE","JACINTO CHOZA","1500",,,,,,"COLONIA","PRADOSE SAN JERONIMO",,,,"64634","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","3822","040","8133848813","SANJERONIMO@THEFOODBOX.COM.MX","WWW.THEFOODBOX.COM.MX","Fijo","25.68921461","-100.37747885","2019-11"
"10771183","19026722518001871000050948S5","THE FOOD BOX","CERRADO LOS DOMINGOS SA DE CV","722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","AVENIDA","MIGUEL ALEMAN","CALLE","TIERNA VISTA","CALLE","MAGNA VISTA","CALLE","PADRE SEVERIANO MARTINEZ","4425",,"PLAZA MAGNOLIAS","PLANTA BAJA","10",,"COLONIA","LINDA VISTA","CENTRO Y PLAZA COMERCIAL","PLAZA MAGNOLIAS","10","67130","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","0162","024",,,,"Fijo","25.68916388","-100.2568922","2024-11"
"11685510","19046722511002663000050948S8","THE FOOD BOX",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","11 a 30 personas","AVENIDA","SENDERO NORTE","AVENIDA","MORENITA MIA","CALLE","LUCERO","CALLE","LUCERO","200","305","ALMENARES","PISO 2","0",,"COLONIA","EL CENTENARIO II","CENTRO Y PLAZA COMERCIAL","ALMENARES","301","66426","19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","0447","010","8113461314","ALMENARES@THEFOODBOX.COM.MX",,"Fijo","25.76898583","-100.27834612","2024-11"
"6718350","19019722511000963000044854M1","THE FOOD BOX","THE FOOD BOX SA DE CV","722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","11 a 30 personas","AVENIDA","ALFONSO REYES","OTRO(ESPECIFIQUE)","MANZANA O EDIFICACION CONTIGUA","CALLE","NINGUNO","CALLE","JUAN FRIAS","901",,"PLAZA NATIVA","PLANTA BAJA","38",,"COLONIA","CALLE 66230","EDIFICIO COMERCIAL Y DE SERVICIOS","PLAZA NATIVA","38 Y 39","66230","19","NUEVO LEÓN   ","019","San Pedro Garza García","0001","San Pedro Garza García","0539","034","8181041963","ADMINISTRACION@THEFOODBOX.COM.MX","WWW.THEFOODBOX.COM.MX","Fijo","25.65947348","-100.41675691","2016-01"
"10316363","19039722511013672000050948S1","THE FOOD BOX",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","6 a 10 personas","AVENIDA","PASEO DE LOS LEONES","AVENIDA","PASEO DE LOS LEONES","AVENIDA","PASEO DE LOS LEONES","CALLE","IBERIUS","9002",,"VIA PUERTA DE HIERRO","PISO 2","307","B","FRACCIONAMIENTO","LINCES PUERTA DE HIERRO PRIVADA IBERUS","CENTRO Y PLAZA COMERCIAL","VIA PUERTA DE HIERRO","307B","64349","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","5570","001","8115864433",,,"Fijo","25.74435447","-100.42124047","2024-11"
"8693865","19039722511008661000000000U1","THE LEON ALITAS",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","CALLE","THOMAS ALVA EDISON","CALLE","PROLONGACION CRISTOBAL COLON","CALLE","JOSE MARIANO MICHELENA","CALLE","TOMAS ALVA EDISON","1210","B",,,,,"COLONIA","TALLERES",,,,"64480","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1192","040",,"NANGYALPONCE@GMAIL.COM",,"Fijo","25.68804467","-100.33308928","2019-11"
"9430637","19026722511002022000000000U9","THE OLD MIKE",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","AVENIDA","LAS TORRES","OTRO(ESPECIFIQUE)","NINGUNO","CALLE","5 DE MAYO","CALLE","5 DE MAYO","620","1","PLAZA 620","PLANTA BAJA",,,"COLONIA","ALAMEDAS DE LA HACIENDA","CENTRO Y PLAZA COMERCIAL","PLAZA 620","8 Y 9","67150","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","0552","017","8123433462",,,"Fijo","25.67224605","-100.24960017","2023-11"
"11744356","19019722517001101000000000U4","THE OVEN PIZZATO","THE OVEN PIZZATO SA DE CV","722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","AVENIDA","REAL SAN AGUSTIN","AVENIDA","LAZARO CARDENAS","AVENIDA","BATALLON SAN PATRICIO","AVENIDA","DIEGO RIVERA","302",,"PLAZA AURIGA","PISO 3",,,"ZONA COMERCIAL","PLAZA FIESTA SAN AGUSTIN","CENTRO Y PLAZA COMERCIAL","PLAZA AURIGA","1","66266","19","NUEVO LEÓN   ","019","San Pedro Garza García","0001","San Pedro Garza García","0399","023",,,,"Fijo","25.64895731","-100.33960164","2025-04"
"9900855","19048722517001781000000000M2","THE OVEN PIZZATTO",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","AVENIDA","ALFONSO REYES","CALLE","EJE INTERIOR","CALLE","EJE INTERIOR","AVENIDA","ALFONSO REYES","10",,"PLAZA VIA CORDILLERA DOS","PISO 1",,,"COLONIA","RDCIAL CORDILLERA","CENTRO Y PLAZA COMERCIAL","PLAZA VIA CORDILLERA DOS","SN","66196","19","NUEVO LEÓN   ","048","Santa Catarina","0001","Ciudad Santa Catarina","0333","061","8134023250","THEOVENPIZZATTOMTY@GMAIL.COM",,"Fijo","25.65788297","-100.44048306","2024-11"
"11185621","19039722518004441000000000U7","THE POINT",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","AVENIDA","ANILLO PERIFERICO","CALLE","BARCELONA","CALLE","JEAN PAUL SARTRE","CALLE","BARCELONA","1609","3",,,,,"MANZANA","COLINAS DE SAN JERONIMO",,,,"64630","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","4924","021",,,,"Fijo","25.68904752","-100.37712122","2024-11"
"11460773","19039722517009731000000000U8","THE ROMERITO",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","CALLE","CAMINO AL MIRADOR","CALLE","TOPACIO","AVENIDA","PASEO DEL ACUEDUCTO","CALLE","ESMERALDA","0","SN",,,,,"COLONIA","LA REPUBLICA",,,,"64920","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","2256","037","8112126655",,,"Fijo","25.62407466","-100.29965986","2024-11"
"10012731","19039722511012371000000000U1","THE SUSHI CENTAIMER",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","CALLE","2 DE ABRIL JESUS DIONISIO GONZALEZ","CALLE","RIO SENA","CALLE","RIO AMAZONAS","CALLE","MALLORCA","2007",,,,,,"COLONIA","ROMA",,,,"64700","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","2006","020","8130393402",,,"Fijo","25.65625172","-100.29687154","2024-11"
"8997026","19019722412000283000000000U5","THE WINE BAR","VINO BAR SA DE CV","722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","11 a 30 personas","AVENIDA","LAZARO CARDENAS","CALLE","OCTAVIO PAZ","AVENIDA","DIEGO RIVERA","CALLE","OCTAVIO PAZ","2400","SAFI","HOTEL SAFY","PLANTA BAJA","2",,"COLONIA","VALLE ORIENTE","EDIFICIO COMERCIAL Y DE SERVICIOS","HOTEL SAFY","A2","66260","19","NUEVO LEÓN   ","019","San Pedro Garza García","0001","San Pedro Garza García","0399","041",,"COMPRAS@CREW.MX",,"Fijo","25.65089073","-100.33342011","2019-11"
"7657499","19026722516001391000000000U8","THE YEAR BURGUER",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","AVENIDA","TAURO","CALLE","ATLAS","CALLE","DIANA","CALLE","SELENE",,"SN",,,"12","109","COLONIA","NUEVA LINDA VISTA",,,,"67129","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","1870","029",,,,"Fijo","25.70355007","-100.23148599","2019-11"
"8997595","19039722517007001000000000U8","THIGTS","DIEGO SANCHEZ SA DE CV","722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","AVENIDA","PASEO DE LOS LEONES","AVENIDA","PASEO DE LOS LEONES","AVENIDA","CUMBRES ELITE","CALLE","CUMBRES DE LOS PIRINEOS","104",,,,"0",,"FRACCIONAMIENTO","CUMBRES ELITE 6O SEC",,,,"66230","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","5208","032",,,,"Fijo","25.73888323","-100.40636979","2019-11"
"10147164","19039722517010361000000000U1","THUNDER HAMBURGUESAS",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","CALLE","ALEJANDRO DE RODAS","OTRO(ESPECIFIQUE)","MANZANA O EDIFICACION CONTIGUA","AVENIDA","PUERTA DE HIERRO","PRIVADA","LOGROÑA","1001","F",,,,,"PRIVADA","LOGROÑA",,,,"64349","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","5481","007","8112467391",,,"Semifijo","25.74872995","-100.41893432","2024-11"
"2992031","19019722514000691010000000U2","TIA CHONITA RESTAURANT",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","CALLE","BOSQUES DE CANADA","CALLE","NINGUNO","AVENIDA","JOSE VASCONCELOS","CALLE","NINGUNO","202",,,,"20",,"COLONIA","BOSQUES DEL VALLE",,,,"66230","19","NUEVO LEÓN   ","019","San Pedro Garza García","0001","San Pedro Garza García","0223","054",,,,"Fijo","25.65110497","-100.3736523","2014-12"
"8829683","19019722516000491000000000U2","TIGRE BURGER",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","CALLE","ANTONIO I VILLARREAL","AVENIDA","MANUEL J. CLOUTHIER","CALLE","ANTONIO DIAZ SOTO","CALLE","LICENCIADO ADOLFO RUIZ CORTINES","301","A",,,,,"COLONIA","VISTA MONTAÑA 1ER SEC",,,,"66216","19","NUEVO LEÓN   ","019","San Pedro Garza García","0001","San Pedro Garza García","0327","033","8186896446",,,"Fijo","25.67923991","-100.4081693","2019-11"
"2976905","19046722518000021000000000U6","TIKI MING",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","AVENIDA","MANUEL L BARRAGAN","CALLE","TENAYUCA","CALLE","TEOTIHUACAN","CALLE","PASEO DE ECATEPEC","325",,"PLAZA FIESTA ANAHUAC","PLANTA BAJA",,,"COLONIA","ANAHUAC","CENTRO Y PLAZA COMERCIAL","PLAZA FIESTA ANAHUAC","2061","66450","19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","049A","020","8130721216",,,"Fijo","25.74283726","-100.3124231","2014-12"
"7679080","19026722511000871000000000U1","TIME FOR FOOD",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","6 a 10 personas","AVENIDA","GENERAL LAZARO CARDENAS","CALLE","CHINACOS","CALLE","CELESTINO NEGRETE","AVENIDA","GENERAL LAZARO CARDENAS","513","A",,,"0",,"COLONIA","RESIDENCIAL AZTECA",,,,"67150","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","0340","018","8182591786","MARISOLSANTANA.92@HOTMAIL.COM",,"Fijo","25.68551451","-100.23036554","2019-11"
"9674060","19006722517004041000000000U6","TIO HAMBURGUESAS",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","AVENIDA","RODESIA DEL NORTE","CALLE","CHIPRE","AVENIDA","GASPAR CASTAÑO","CALLE","CONGO","448",,,,,,"COLONIA","LOMAS DEL PEDREGAL",,,,"66648","19","NUEVO LEÓN   ","006","Apodaca","0001","Ciudad Apodaca","1524","006","8119406249",,,"Fijo","25.7303202","-100.16364001","2024-11"
"10109128","19006722511002271000000000U4","TITA QUETA",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","AVENIDA","AÑO INTERNACIONAL DE LA MUJER","CALLE","MARIA RODRIGUEZ DEL TORO","CALLE","RAFAELA LOPEZ AGUADO","CALLE","GERTRUDIS BOCANEGRA","0","SN",,,,,"COLONIA","MUJERES ILUSTRES",,,,"66635","19","NUEVO LEÓN   ","006","Apodaca","0001","Ciudad Apodaca","137A","005",,,,"Fijo","25.76695646","-100.26153468","2024-11"
"10397210","19039722511012722000000000S5","TITOS ALITAS ADICTIVAS","TRES VGS SA DE CV","722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","6 a 10 personas","CALLE","JOSE MARIA MORELOS Y PAVON","CALLE","DOCTOR JOSE MARIA COSS","CALLE","DIEGO DE MONTEMAYOR","CALLE","FRAY SERVANDO TERESA DE MIER","839",,"MERCADO BARRIO ANTIGUO","PISO 1","16",,"COLONIA","CENTRO","MERCADO PUBLICO","MERCADO BARRIO ANTIGUO","16","64000","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1756","007",,,"WWW.TITOSALITASADICTIVAS.COM","Fijo","25.66671786","-100.30850445","2024-11"
"8411168","19039722511009292000000000U4","TITOS ALITAS ADICTIVAS","TITOS ALITAS ADICTIVAS SA DE CV","722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","6 a 10 personas","CALLE","CAMINO AL MIRADOR","AVENIDA","LAZARO CARDENAS","CALLE","PLAN DE MILPA ALTA","AVENIDA","LAZARO CARDENAS","0","SN",,,"2810",,"COLONIA","LA REPUBLICA",,,,"64900","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","2256","036",,,"WWW.TITOSALITAS.COM","Fijo","25.62862368","-100.29898416","2019-11"
"9449125","19046722517003073000000000S6","TITOS ALITAS ADICTIVAS SENDERO","GRUPO GRAFENO ALFA 18 SA DE CV","722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","11 a 30 personas","AVENIDA","SENDERO NORTE","AVENIDA","MORENITA MIA","CALLE","LUCERO","CALLE","APOLONIA SILLER DE CANTU","307",,"PLAZA PASEO ALMENARES","PISO 2",,,"COLONIA","EL CENTENARIO II","CENTRO Y PLAZA COMERCIAL","PLAZA PASEO ALMENARES","307","66426","19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","0447","010",,,,"Fijo","25.76898159","-100.27838557","2023-11"
"10915855","19039722511013882000000000S6","TITOS GO ALITAS ADICTIVAS","COMPAÑIA NORESTENSE DE ALIMENTOS TA SA DE CV","722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","6 a 10 personas","CARRETERA","NACIONAL","PRIVADA","NINGUNO","CALLE","EL CAMINO DE LA SIERRA","CALLE","PASEO DEL ACUEDUCTO","1000",,"PLAZA OMNIA","PISO 2",,,"COLONIA","HACIENDA SANTA LUCIA","CENTRO Y PLAZA COMERCIAL","PLAZA OMNIA","2","64998","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","3076","015",,"CARRETERANACIONAL@TITOSALITAS.COM","TITOSALITASADICTICAS.COM","Fijo","25.55987603","-100.23514529","2024-11"
"9008721","19039722511005994000000000U9","TLAXCALLI LA CASA DE LA TORTILLA",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","11 a 30 personas","CARRETERA","NACIONAL","CARRETERA","NACIONAL","CALLE","PALMARES","CALLE","NNGUNO","266",,"PLAZA REMEX","PLANTA BAJA","18",,"COLONIA","PALMARES","EDIFICIO COMERCIAL Y DE SERVICIOS","PLAZA REMEX","18","64983","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","3076","001","8110995468","C.LOPEZ@GMAIL.COM",,"Fijo","25.56696822","-100.23994049","2019-11"
"2916936","19026722212007851000000000U1","TOBI BURGER",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","CALLE","QUINTANA ROO","AVENIDA","GENERAL LAZARO CARDENAS","CALLE","PASEO DE LOS FRESNOS","CALLE","HIDALGO","0","SN",,,,,"COLONIA","ADOLFO RUIZ CORTINEZ",,,,"67170","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","1546","033","8181136288",,,"Fijo","25.66192277","-100.23439551","2010-07"
"11837302","19046722511003181000000000U0","TODO EMPANADAS",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","AVENIDA","UNIVERSIDAD","CALLE","FRAY BARTOLOME DE LAS CASAS","CALLE","18 DE DICIEMBRE","CALLE","PRIMERO DE ENERO","601",,"SORIANA UNIVERSIDAD","CORREDOR",,,"COLONIA","ROBLE","CENTRO Y PLAZA COMERCIAL","SORIANA UNIVERSIDAD","INT","66450","19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","0184","009",,,,"Fijo","25.74531504","-100.30085809","2025-04"
"8745665","19026722517004611000000000S4","TODO EMPANADAS","TODO INSUMO DE EMPANADAS SA DE CV","722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","AVENIDA","ELOY CAVAZOS","OTRO(ESPECIFIQUE)","MANZANA O EDIFICACION CONTIGUA","AVENIDA","BOSQUES","OTRO(ESPECIFIQUE)","MANZANA O EDIFICACION CONTIGUA","2003",,,,"9",,"COLONIA","BOSQUES DEL CONTRY",,,,"67170","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","2169","001",,,,"Fijo","25.66283499","-100.25009927","2019-11"
